Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
CLM35821,POL12370,05/08/2024,05/08/2024,Collision,High,FALSE,FALSE,2101,1621,Minor,08/07/2025,settled,CUST22370,79,Female,Retired,Liverpool,18825,61,Van,12,Fair
CLM36562,POL11312,06/08/2023,08/08/2023,Collision,High,FALSE,FALSE,1809,1301,Minor,14/09/2024,settled,CUST21312,37,Male,Self-Employed,Birmingham,14036,16,Motorcycle,6,Excellent
CLM36750,POL13383,25/11/2020,25/11/2020,Collision,High,FALSE,FALSE,2521,2046,Minor,09/09/2021,settled,CUST23383,28,Female,Employed,Glasgow,9668,6,Coupe,14,Good
CLM36884,POL13601,14/04/2020,16/04/2020,Collision,High,FALSE,FALSE,2336,1926,Minor,09/03/2021,settled,CUST23601,72,Female,Retired,Manchester,15950,51,Hatchback,5,Good
CLM37032,POL12880,14/07/2021,16/07/2021,Collision,High,FALSE,FALSE,2765,1705,Minor,18/10/2022,settled,CUST22880,43,Male,Employed,Glasgow,7583,22,Hatchback,6,Excellent
CLM37193,POL11227,28/10/2022,02/11/2022,Collision,High,FALSE,FALSE,2026,1309,Minor,10/08/2023,settled,CUST21227,71,Male,Retired,London,9730,52,Hatchback,15,Excellent
CLM37802,POL11851,08/12/2018,08/12/2018,Collision,High,FALSE,FALSE,1763,1141,Minor,01/03/2020,settled,CUST21851,34,Male,Student,London,12303,14,SUV,6,Good
CLM32912,POL10005,28/12/2018,29/12/2018,Collision,Medium,FALSE,FALSE,3145,2354,Minor,03/03/2019,settled,CUST20005,61,Male,Retired,Birmingham,15789,43,Sedan,7,Fair
CLM32920,POL11809,15/08/2022,15/08/2022,Collision,Medium,FALSE,FALSE,2440,1711,Minor,26/01/2023,settled,CUST21809,42,Female,Self-Employed,Manchester,9647,22,SUV,12,Good
CLM32162,POL10107,31/08/2025,02/09/2025,Collision,Medium,FALSE,FALSE,1603,1309,Minor,25/02/2026,settled,CUST20107,70,Female,Retired,Bristol,12330,51,Sedan,20,Good
CLM30938,POL12943,05/05/2022,11/05/2022,Collision,Medium,FALSE,FALSE,2201,2716,Minor,03/10/2022,settled,CUST22943,31,Female,Self-Employed,Glasgow,11571,13,SUV,19,Good
CLM34536,POL11511,12/12/2022,18/12/2022,Collision,Medium,FALSE,FALSE,1850,1539,Minor,21/05/2023,settled,CUST21511,56,Female,Unemployed,Birmingham,10435,37,SUV,17,Good
CLM30066,POL12417,16/07/2020,18/07/2020,Collision,Medium,FALSE,FALSE,1261,928,Minor,11/12/2020,settled,CUST22417,79,Female,Retired,Liverpool,9106,60,Hatchback,1,Poor
CLM30071,POL14209,08/07/2019,10/07/2019,Collision,Medium,FALSE,FALSE,1513,838,Minor,08/11/2019,settled,CUST24209,75,Male,Retired,Liverpool,9623,53,Coupe,12,Poor
CLM32667,POL14221,26/01/2019,28/01/2019,Collision,Medium,FALSE,FALSE,1030,648,Minor,09/05/2019,settled,CUST24221,19,Female,Student,Glasgow,9296,1,Sedan,8,Fair
CLM30858,POL10206,26/12/2023,28/12/2023,Collision,Medium,FALSE,FALSE,1489,824,Minor,05/04/2024,settled,CUST20206,76,Female,Retired,Glasgow,16954,55,Coupe,20,Excellent
CLM32293,POL10698,10/10/2021,13/10/2021,Collision,Medium,FALSE,FALSE,2296,1701,Minor,05/02/2022,settled,CUST20698,53,Male,Unemployed,Leeds,13789,31,Sedan,4,Excellent
CLM32560,POL13712,26/12/2022,29/12/2022,Collision,Medium,FALSE,FALSE,1844,1241,Minor,08/06/2023,settled,CUST23712,67,Female,Self-Employed,London,10667,48,Hatchback,20,Excellent
CLM34407,POL10267,14/02/2023,17/02/2023,Collision,Medium,FALSE,FALSE,1844,2662,Minor,11/07/2023,settled,CUST20267,68,Male,Retired,Newcastle,11129,47,Hatchback,2,Excellent
CLM32089,POL10759,24/11/2020,25/11/2020,Collision,Medium,FALSE,FALSE,2269,1423,Minor,26/03/2021,settled,CUST20759,75,Female,Retired,Newcastle,15507,55,Hatchback,1,Good
CLM31997,POL10352,07/09/2021,07/09/2021,Collision,Medium,FALSE,FALSE,1623,1170,Minor,08/11/2021,settled,CUST20352,52,Male,Unemployed,Bristol,21650,30,Hatchback,3,Excellent
CLM30356,POL12684,24/07/2022,27/07/2022,Collision,Medium,FALSE,FALSE,2289,1634,Minor,20/11/2022,settled,CUST22684,65,Male,Retired,Birmingham,14463,47,Coupe,8,Good
CLM30372,POL10712,02/09/2023,07/09/2023,Collision,Medium,FALSE,FALSE,2253,1141,Minor,14/11/2023,settled,CUST20712,21,Female,Unemployed,Birmingham,4719,1,Sedan,11,Good
CLM32450,POL12995,25/12/2019,25/12/2019,Collision,Medium,FALSE,FALSE,1589,1211,Minor,29/04/2020,settled,CUST22995,59,Male,Retired,Bristol,10933,41,Motorcycle,4,Good
CLM32187,POL10444,30/01/2024,02/02/2024,Collision,Medium,FALSE,FALSE,2833,1750,Minor,28/07/2024,settled,CUST20444,77,Female,Self-Employed,Bristol,6568,55,Hatchback,12,Fair
CLM32847,POL10446,14/01/2025,20/01/2025,Collision,Medium,FALSE,FALSE,2772,1866,Minor,03/07/2025,settled,CUST20446,29,Male,Student,Edinburgh,11947,7,Hatchback,2,Excellent
CLM31096,POL10848,14/11/2023,14/11/2023,Collision,Medium,FALSE,FALSE,2294,1546,Minor,25/04/2024,settled,CUST20848,53,Female,Retired,Leeds,14462,35,Coupe,6,Excellent
CLM30524,POL11533,13/03/2023,13/03/2023,Collision,Medium,FALSE,FALSE,2100,1830,Minor,25/05/2023,settled,CUST21533,42,Female,Unemployed,Birmingham,13141,24,Hatchback,18,Poor
CLM30578,POL11409,15/04/2023,19/04/2023,Collision,Medium,FALSE,FALSE,1715,1168,Minor,16/09/2023,settled,CUST21409,54,Female,Retired,Birmingham,12860,32,SUV,19,Good
CLM33433,POL11267,26/03/2024,28/03/2024,Collision,Medium,FALSE,FALSE,1724,1443,Minor,07/09/2024,settled,CUST21267,57,Female,Self-Employed,Liverpool,16486,35,SUV,6,Excellent
CLM32071,POL12725,07/04/2024,08/04/2024,Collision,Medium,FALSE,FALSE,1969,1291,Minor,30/08/2024,settled,CUST22725,29,Female,Self-Employed,Glasgow,11565,11,Hatchback,14,Fair
CLM31197,POL10624,18/04/2023,19/04/2023,Collision,Medium,FALSE,FALSE,1505,1076,Minor,15/07/2023,settled,CUST20624,65,Female,Retired,London,16502,45,SUV,18,Good
CLM31081,POL13485,23/01/2025,23/01/2025,Collision,Medium,FALSE,FALSE,2628,1958,Minor,27/05/2025,settled,CUST23485,75,Female,Retired,Newcastle,12417,54,SUV,9,Good
CLM31402,POL10696,22/01/2019,27/01/2019,Collision,Medium,FALSE,FALSE,2667,4695,Minor,02/06/2019,settled,CUST20696,68,Male,Retired,Leeds,14095,48,Van,6,Good
CLM31978,POL11356,13/02/2020,15/02/2020,Collision,Medium,FALSE,FALSE,1850,1228,Minor,17/04/2020,settled,CUST21356,57,Female,Self-Employed,Newcastle,9838,37,Sedan,1,Good
CLM33111,POL10924,15/03/2020,16/03/2020,Collision,Medium,FALSE,FALSE,2120,1836,Minor,14/08/2020,settled,CUST20924,76,Female,Retired,Cardiff,11970,55,Hatchback,11,Good
CLM34260,POL14497,25/03/2019,25/03/2019,Collision,Medium,FALSE,FALSE,1984,1285,Minor,10/09/2019,settled,CUST24497,73,Male,Retired,Cardiff,15289,52,Sedan,1,Poor
CLM31503,POL11192,07/08/2020,11/08/2020,Collision,Medium,FALSE,FALSE,1441,1082,Minor,09/01/2021,settled,CUST21192,59,Female,Self-Employed,Glasgow,6860,39,SUV,14,Good
CLM32110,POL11217,12/12/2020,17/12/2020,Collision,Medium,FALSE,FALSE,1481,820,Minor,11/06/2021,settled,CUST21217,49,Female,Student,Manchester,15772,29,SUV,8,Fair
CLM31400,POL11990,01/07/2019,01/07/2019,Collision,Medium,FALSE,FALSE,2375,2045,Minor,25/12/2019,settled,CUST21990,40,Male,Student,London,7292,22,SUV,14,Fair
CLM32901,POL14147,23/03/2025,25/03/2025,Collision,Medium,FALSE,FALSE,2473,2088,Minor,29/08/2025,settled,CUST24147,28,Female,Student,Newcastle,9890,8,Motorcycle,11,Fair
CLM33865,POL11664,08/11/2023,09/11/2023,Collision,Medium,FALSE,FALSE,1756,945,Minor,21/01/2024,settled,CUST21664,29,Female,Student,London,13424,11,SUV,5,Good
CLM32658,POL12554,08/08/2019,09/08/2019,Collision,Medium,FALSE,FALSE,1820,1152,Minor,12/01/2020,settled,CUST22554,30,Female,Self-Employed,Bristol,18419,11,Coupe,15,Good
CLM31926,POL14213,15/05/2021,17/05/2021,Collision,Medium,FALSE,FALSE,2027,1564,Minor,07/10/2021,settled,CUST24213,68,Female,Retired,Glasgow,7526,50,Sedan,10,Good
CLM32159,POL12832,07/02/2024,09/02/2024,Collision,Medium,FALSE,FALSE,1896,1467,Minor,06/05/2024,settled,CUST22832,59,Male,Self-Employed,Birmingham,10604,39,SUV,3,Fair
CLM33611,POL12169,09/09/2020,11/09/2020,Collision,Medium,FALSE,FALSE,3599,1833,Minor,28/01/2021,settled,CUST22169,68,Female,Retired,Cardiff,15300,50,SUV,5,Good
CLM32566,POL14027,01/10/2022,01/10/2022,Collision,Medium,FALSE,FALSE,2371,1304,Minor,30/01/2023,settled,CUST24027,60,Male,Unemployed,Glasgow,10210,39,Coupe,17,Excellent
CLM32816,POL14094,17/02/2022,19/02/2022,Collision,Medium,FALSE,FALSE,1399,2086,Minor,16/06/2022,settled,CUST24094,59,Female,Self-Employed,Edinburgh,8203,40,Coupe,14,Good
CLM34214,POL12829,28/11/2019,30/11/2019,Collision,Medium,FALSE,FALSE,2949,1935,Minor,17/02/2020,settled,CUST22829,65,Female,Retired,London,13641,44,Sedan,3,Good
CLM34716,POL14672,17/11/2024,18/11/2024,Collision,Medium,FALSE,FALSE,2152,1744,Minor,18/02/2025,settled,CUST24672,62,Female,Self-Employed,Bristol,12123,42,Hatchback,14,Good
CLM33581,POL13469,21/01/2025,22/01/2025,Collision,Medium,FALSE,FALSE,2129,1444,Minor,04/04/2025,settled,CUST23469,42,Female,Self-Employed,Liverpool,11782,20,SUV,8,Good
CLM35023,POL10737,06/04/2020,06/04/2020,Collision,Medium,FALSE,FALSE,2233,1142,Minor,04/09/2020,settled,CUST20737,22,Female,Student,Glasgow,13963,4,Sedan,13,Good
CLM35408,POL13793,23/10/2018,27/10/2018,Collision,Medium,FALSE,FALSE,1625,1345,Minor,07/04/2019,settled,CUST23793,78,Female,Retired,Birmingham,9296,57,Hatchback,6,Good
CLM35532,POL13011,25/10/2018,30/10/2018,Collision,Medium,FALSE,FALSE,1451,916,Minor,19/01/2019,settled,CUST23011,70,Male,Retired,Cardiff,17021,52,Hatchback,20,Fair
CLM35697,POL10359,18/07/2023,18/07/2023,Collision,Medium,FALSE,FALSE,1855,1489,Minor,26/09/2023,settled,CUST20359,43,Female,Self-Employed,Cardiff,13731,24,Coupe,12,Excellent
CLM35715,POL10128,24/11/2018,26/11/2018,Collision,Medium,FALSE,FALSE,1795,1228,Minor,05/03/2019,settled,CUST20128,76,Male,Retired,Edinburgh,12870,55,Hatchback,18,Fair
CLM35770,POL10480,21/06/2025,23/06/2025,Collision,Medium,FALSE,FALSE,1803,1346,Minor,14/09/2025,settled,CUST20480,79,Female,Retired,Newcastle,19649,61,Sedan,20,Good
CLM35796,POL11230,17/05/2020,21/05/2020,Collision,Medium,FALSE,FALSE,1694,1347,Minor,10/11/2020,settled,CUST21230,74,Male,Unemployed,Bristol,8361,55,SUV,15,Good
CLM35828,POL14666,05/03/2025,05/03/2025,Collision,Medium,FALSE,FALSE,2349,1700,Minor,04/06/2025,settled,CUST24666,66,Male,Retired,Leeds,11450,46,Sedan,9,Fair
CLM35894,POL13842,18/06/2019,19/06/2019,Collision,Medium,FALSE,FALSE,2029,1630,Minor,30/08/2019,settled,CUST23842,35,Male,Student,Glasgow,17609,17,Motorcycle,5,Good
CLM36030,POL10292,13/09/2020,16/09/2020,Collision,Medium,FALSE,FALSE,1808,1202,Minor,19/12/2020,settled,CUST20292,66,Female,Retired,Birmingham,15409,44,Hatchback,4,Excellent
CLM36162,POL11093,15/10/2020,16/10/2020,Collision,Medium,FALSE,FALSE,2020,1439,Minor,29/03/2021,settled,CUST21093,45,Female,Student,Cardiff,7366,24,Sedan,6,Fair
CLM36180,POL12363,27/07/2025,29/07/2025,Collision,Medium,FALSE,FALSE,2847,1698,Minor,11/12/2025,settled,CUST22363,54,Male,Retired,Cardiff,12818,34,Sedan,7,Good
CLM36243,POL14220,15/01/2021,18/01/2021,Collision,Medium,FALSE,FALSE,1632,1096,Minor,07/06/2021,settled,CUST24220,19,Female,Unemployed,Liverpool,12071,0,Sedan,15,Fair
CLM36256,POL14890,23/06/2019,23/06/2019,Collision,Medium,FALSE,FALSE,2422,2037,Minor,11/10/2019,settled,CUST24890,27,Female,Self-Employed,Glasgow,5747,6,SUV,9,Good
CLM36269,POL10644,16/01/2019,19/01/2019,Collision,Medium,FALSE,FALSE,2287,1511,Minor,08/07/2019,settled,CUST20644,59,Male,Self-Employed,London,4816,39,Hatchback,2,Poor
CLM36279,POL12612,16/06/2020,18/06/2020,Collision,Medium,FALSE,FALSE,1106,862,Minor,24/09/2020,settled,CUST22612,76,Female,Retired,Leeds,8099,57,SUV,13,Excellent
CLM36440,POL14173,10/08/2021,10/08/2021,Collision,Medium,FALSE,FALSE,2788,4012,Minor,22/10/2021,settled,CUST24173,56,Female,Self-Employed,London,10666,37,Sedan,3,Excellent
CLM36459,POL13578,27/02/2025,01/03/2025,Collision,Medium,FALSE,FALSE,1724,1190,Minor,31/07/2025,settled,CUST23578,34,Male,Self-Employed,Cardiff,13900,16,SUV,2,Poor
CLM36480,POL10117,08/01/2023,15/01/2023,Collision,Medium,FALSE,FALSE,2100,1889,Minor,02/05/2023,settled,CUST20117,54,Female,Unemployed,Cardiff,8734,35,Van,2,Poor
CLM36548,POL14147,22/09/2018,22/09/2018,Collision,Medium,FALSE,FALSE,2405,1302,Minor,26/11/2018,settled,CUST24147,28,Female,Student,Newcastle,9890,8,Motorcycle,11,Fair
CLM36679,POL13466,16/11/2018,18/11/2018,Collision,Medium,FALSE,FALSE,1855,1547,Minor,02/05/2019,settled,CUST23466,48,Female,Unemployed,Edinburgh,16812,26,SUV,17,Fair
CLM36716,POL13670,04/02/2022,04/02/2022,Collision,Medium,FALSE,FALSE,1812,1487,Minor,21/04/2022,settled,CUST23670,77,Female,Retired,Leeds,12613,57,Sedan,6,Excellent
CLM36726,POL13001,04/08/2023,10/08/2023,Collision,Medium,FALSE,FALSE,2310,1742,Minor,21/12/2023,settled,CUST23001,76,Female,Retired,Bristol,2859,56,Hatchback,18,Poor
CLM36756,POL14739,01/11/2018,01/11/2018,Collision,Medium,FALSE,FALSE,2212,1950,Minor,17/02/2019,settled,CUST24739,18,Female,Student,Leeds,15244,0,Hatchback,14,Good
CLM36866,POL12502,12/07/2022,12/07/2022,Collision,Medium,FALSE,FALSE,2299,1249,Minor,10/11/2022,settled,CUST22502,67,Female,Retired,Manchester,9951,47,SUV,10,Fair
CLM36912,POL10753,30/04/2021,01/05/2021,Collision,Medium,FALSE,FALSE,1362,1142,Minor,11/07/2021,settled,CUST20753,74,Male,Retired,Cardiff,14337,55,Sedan,3,Good
CLM36926,POL11037,28/02/2022,28/02/2022,Collision,Medium,FALSE,FALSE,1939,1017,Minor,15/07/2022,settled,CUST21037,55,Male,Retired,Manchester,13233,34,Motorcycle,10,Excellent
CLM37085,POL13865,22/02/2020,24/02/2020,Collision,Medium,FALSE,FALSE,1850,1077,Minor,18/07/2020,settled,CUST23865,69,Male,Retired,Liverpool,12627,51,Motorcycle,18,Poor
CLM37262,POL13434,27/04/2021,28/04/2021,Collision,Medium,FALSE,FALSE,1755,1364,Minor,27/07/2021,settled,CUST23434,24,Male,Self-Employed,Newcastle,16419,2,SUV,13,Poor
CLM37632,POL12139,12/12/2021,15/12/2021,Collision,Medium,FALSE,FALSE,2550,1586,Minor,15/02/2022,settled,CUST22139,78,Female,Retired,Birmingham,11846,56,Sedan,16,Poor
CLM37660,POL14792,29/07/2024,01/08/2024,Collision,Medium,FALSE,FALSE,2171,1108,Minor,19/01/2025,settled,CUST24792,19,Male,Student,Cardiff,13542,0,Coupe,4,Fair
CLM37667,POL13953,09/11/2019,09/11/2019,Collision,Medium,FALSE,FALSE,1650,1014,Minor,25/02/2020,settled,CUST23953,67,Male,Retired,Edinburgh,13649,47,Van,7,Excellent
CLM37740,POL10651,13/02/2019,18/02/2019,Collision,Medium,FALSE,FALSE,1555,1325,Minor,22/04/2019,settled,CUST20651,29,Female,Unemployed,Glasgow,10749,9,Hatchback,13,Excellent
CLM37778,POL14690,28/10/2022,28/10/2022,Collision,Medium,FALSE,FALSE,1993,1335,Minor,24/03/2023,settled,CUST24690,44,Female,Unemployed,Edinburgh,16404,22,Van,8,Good
CLM37799,POL13862,31/12/2019,31/12/2019,Collision,Medium,FALSE,FALSE,1565,1075,Minor,05/03/2020,settled,CUST23862,65,Male,Retired,London,8260,43,SUV,13,Good
CLM37812,POL13176,11/12/2018,13/12/2018,Collision,Medium,FALSE,FALSE,2607,2112,Minor,16/04/2019,settled,CUST23176,22,Female,Student,Liverpool,9307,0,Sedan,15,Good
CLM37842,POL13790,01/04/2019,01/04/2019,Collision,Medium,FALSE,FALSE,2177,1808,Minor,29/08/2019,settled,CUST23790,18,Female,Student,Birmingham,19450,0,Sedan,15,Good
CLM37985,POL11382,30/10/2021,01/11/2021,Collision,Medium,FALSE,FALSE,1858,2289,Minor,10/02/2022,settled,CUST21382,45,Female,Self-Employed,Manchester,12378,26,Sedan,0,Poor
CLM30493,POL11147,30/04/2022,30/04/2022,Collision,Medium,FALSE,FALSE,2048,1685,Minor,03/08/2022,settled,CUST21147,35,Male,Employed,Birmingham,17196,14,Sedan,11,Excellent
CLM30015,POL12259,28/04/2021,28/04/2021,Collision,Medium,FALSE,FALSE,2232,1244,Minor,08/08/2021,settled,CUST22259,34,Female,Employed,Edinburgh,12801,12,Sedan,2,Fair
CLM31302,POL14555,19/03/2024,19/03/2024,Collision,Medium,FALSE,FALSE,1831,1000,Minor,30/06/2024,settled,CUST24555,31,Female,Employed,Birmingham,17862,10,Sedan,14,Poor
CLM30084,POL12847,14/04/2021,14/04/2021,Collision,Medium,FALSE,FALSE,1983,1295,Minor,07/07/2021,settled,CUST22847,53,Male,Employed,Edinburgh,2232,32,SUV,6,Good
CLM30889,POL14965,08/10/2021,11/10/2021,Collision,Medium,FALSE,FALSE,1303,840,Minor,03/01/2022,settled,CUST24965,43,Female,Employed,Newcastle,13273,22,SUV,1,Good
CLM30097,POL11717,26/04/2020,27/04/2020,Collision,Medium,FALSE,FALSE,3431,2809,Minor,27/09/2020,settled,CUST21717,39,Male,Employed,Edinburgh,6477,17,Hatchback,16,Poor
CLM30125,POL11925,25/08/2024,27/08/2024,Collision,Medium,FALSE,FALSE,2507,1490,Minor,13/11/2024,settled,CUST21925,41,Female,Employed,London,11740,20,SUV,9,Good
CLM31865,POL13261,18/02/2020,25/02/2020,Collision,Medium,FALSE,FALSE,1156,980,Minor,27/04/2020,settled,CUST23261,24,Female,Employed,Glasgow,12800,2,Hatchback,0,Good
CLM33661,POL11889,02/05/2022,06/05/2022,Collision,Medium,FALSE,FALSE,1111,963,Minor,13/08/2022,settled,CUST21889,58,Female,Employed,Manchester,11242,37,Sedan,0,Excellent
CLM30904,POL13753,02/03/2025,02/03/2025,Collision,Medium,FALSE,FALSE,2542,2930,Minor,26/07/2025,settled,CUST23753,36,Male,Employed,Manchester,17295,17,Sedan,0,Fair
CLM31018,POL13246,16/02/2025,21/02/2025,Collision,Medium,FALSE,FALSE,1725,1300,Minor,20/08/2025,settled,CUST23246,47,Male,Employed,Glasgow,8939,29,Sedan,9,Excellent
CLM31127,POL10322,23/01/2025,24/01/2025,Collision,Medium,FALSE,FALSE,1502,1153,Minor,27/03/2025,settled,CUST20322,41,Female,Employed,Leeds,10138,23,SUV,18,Excellent
CLM32219,POL10351,22/12/2022,22/12/2022,Collision,Medium,FALSE,FALSE,2278,1837,Minor,20/02/2023,settled,CUST20351,63,Male,Employed,Newcastle,14068,44,Sedan,3,Poor
CLM30373,POL14069,25/11/2024,25/11/2024,Collision,Medium,FALSE,FALSE,1319,806,Minor,30/01/2025,settled,CUST24069,20,Female,Employed,Bristol,6873,1,Motorcycle,8,Good
CLM30400,POL14945,13/06/2020,14/06/2020,Collision,Medium,FALSE,FALSE,1522,1276,Minor,31/10/2020,settled,CUST24945,53,Male,Employed,Liverpool,11031,32,Sedan,5,Good
CLM32682,POL12907,14/10/2019,15/10/2019,Collision,Medium,FALSE,FALSE,2336,1806,Minor,02/02/2020,settled,CUST22907,40,Female,Employed,Liverpool,15645,19,SUV,5,Excellent
CLM31541,POL10454,28/05/2024,28/05/2024,Collision,Medium,FALSE,FALSE,2514,2210,Minor,15/11/2024,settled,CUST20454,46,Female,Employed,Glasgow,11283,25,Motorcycle,2,Good
CLM32777,POL10489,03/06/2025,03/06/2025,Collision,Medium,FALSE,FALSE,1712,1212,Minor,09/10/2025,settled,CUST20489,40,Female,Employed,Leeds,18989,22,Hatchback,1,Excellent
CLM34052,POL13488,26/09/2022,28/09/2022,Collision,Medium,FALSE,FALSE,3850,2238,Minor,08/03/2023,settled,CUST23488,26,Male,Employed,Liverpool,14397,5,Hatchback,2,Good
CLM30577,POL14399,15/05/2023,17/05/2023,Collision,Medium,FALSE,FALSE,1627,997,Minor,03/10/2023,settled,CUST24399,23,Male,Employed,Cardiff,17565,1,SUV,13,Good
CLM33577,POL13644,04/02/2024,05/02/2024,Collision,Medium,FALSE,FALSE,2069,1546,Minor,01/07/2024,settled,CUST23644,34,Male,Employed,Leeds,19484,15,Sedan,10,Excellent
CLM30687,POL12988,14/11/2022,16/11/2022,Collision,Medium,FALSE,FALSE,1780,1480,Minor,21/04/2023,settled,CUST22988,23,Male,Employed,Cardiff,12402,2,Coupe,13,Fair
CLM30763,POL13413,21/10/2023,21/10/2023,Collision,Medium,FALSE,FALSE,1572,1306,Minor,25/12/2023,settled,CUST23413,58,Female,Employed,London,9709,38,SUV,19,Fair
CLM34960,POL10774,14/11/2022,14/11/2022,Collision,Medium,FALSE,FALSE,1512,1323,Minor,17/01/2023,settled,CUST20774,58,Female,Employed,Newcastle,17884,39,Sedan,2,Good
CLM30803,POL13820,24/12/2023,24/12/2023,Collision,Medium,FALSE,FALSE,2229,1898,Minor,07/05/2024,settled,CUST23820,59,Female,Employed,Glasgow,9456,40,SUV,16,Good
CLM33655,POL10839,27/11/2022,27/11/2022,Collision,Medium,FALSE,FALSE,1296,998,Minor,05/03/2023,settled,CUST20839,39,Female,Employed,Glasgow,20217,19,Sedan,4,Good
CLM34087,POL10857,29/04/2024,29/04/2024,Collision,Medium,FALSE,FALSE,2222,1323,Minor,06/10/2024,settled,CUST20857,39,Female,Employed,Bristol,6422,21,Hatchback,0,Excellent
CLM32169,POL10899,08/11/2020,10/11/2020,Collision,Medium,FALSE,FALSE,1570,1375,Minor,03/02/2021,settled,CUST20899,31,Female,Employed,Edinburgh,7238,12,Coupe,17,Good
CLM30900,POL12999,10/07/2021,11/07/2021,Collision,Medium,FALSE,FALSE,1475,1312,Minor,18/09/2021,settled,CUST22999,41,Female,Employed,Cardiff,10550,22,Van,10,Fair
CLM32965,POL11138,08/01/2021,09/01/2021,Collision,Medium,FALSE,FALSE,1433,998,Minor,22/04/2021,settled,CUST21138,25,Female,Employed,Glasgow,12747,4,Hatchback,10,Excellent
CLM31846,POL11293,11/09/2023,12/09/2023,Collision,Medium,FALSE,FALSE,1599,1056,Minor,02/12/2023,settled,CUST21293,34,Female,Employed,Manchester,9875,12,Van,7,Good
CLM34008,POL12079,03/03/2023,03/03/2023,Collision,Medium,FALSE,FALSE,1436,1225,Minor,30/07/2023,settled,CUST22079,59,Female,Employed,Liverpool,18451,38,Hatchback,0,Good
CLM31363,POL12948,13/06/2025,14/06/2025,Collision,Medium,FALSE,FALSE,1728,3129,Minor,05/09/2025,settled,CUST22948,53,Female,Employed,London,18334,32,Hatchback,3,Good
CLM31533,POL13584,25/06/2019,30/06/2019,Collision,Medium,FALSE,FALSE,1734,1465,Minor,01/09/2019,settled,CUST23584,40,Male,Employed,Manchester,20035,21,SUV,12,Good
CLM33808,POL11539,02/04/2021,03/04/2021,Collision,Medium,FALSE,FALSE,1829,1330,Minor,19/08/2021,settled,CUST21539,45,Female,Employed,Newcastle,11655,23,Motorcycle,18,Excellent
CLM32151,POL11653,29/05/2025,30/05/2025,Collision,Medium,FALSE,FALSE,2306,1293,Minor,08/11/2025,settled,CUST21653,25,Male,Employed,Birmingham,10702,3,Sedan,16,Poor
CLM34700,POL11661,02/02/2021,06/02/2021,Collision,Medium,FALSE,FALSE,2077,1243,Minor,13/07/2021,settled,CUST21661,57,Female,Employed,Glasgow,13469,39,Sedan,14,Fair
CLM32981,POL11752,30/05/2025,05/06/2025,Collision,Medium,FALSE,FALSE,1916,1392,Minor,13/11/2025,settled,CUST21752,25,Male,Employed,Birmingham,8467,7,Sedan,11,Fair
CLM31758,POL14038,25/10/2020,25/10/2020,Collision,Medium,FALSE,FALSE,2383,1578,Minor,08/03/2021,settled,CUST24038,23,Female,Employed,Edinburgh,13141,1,Motorcycle,20,Good
CLM34844,POL12029,17/12/2022,18/12/2022,Collision,Medium,FALSE,FALSE,2297,2957,Minor,13/03/2023,settled,CUST22029,53,Male,Employed,Newcastle,14427,32,Sedan,11,Good
CLM34142,POL11802,29/02/2020,02/03/2020,Collision,Medium,FALSE,FALSE,2362,1550,Minor,22/05/2020,settled,CUST21802,38,Female,Employed,Cardiff,10442,18,Sedan,19,Excellent
CLM33841,POL12028,02/10/2023,02/10/2023,Collision,Medium,FALSE,FALSE,1501,1149,Minor,06/12/2023,settled,CUST22028,29,Female,Employed,Manchester,11441,7,SUV,12,Excellent
CLM32191,POL12808,28/08/2020,30/08/2020,Collision,Medium,FALSE,FALSE,1847,2402,Minor,27/11/2020,settled,CUST22808,48,Female,Employed,Edinburgh,6326,28,Van,7,Fair
CLM32205,POL14501,28/03/2021,30/03/2021,Collision,Medium,FALSE,FALSE,2334,1600,Minor,07/09/2021,settled,CUST24501,39,Male,Employed,Glasgow,15298,17,Sedan,19,Poor
CLM34455,POL12696,25/01/2022,26/01/2022,Collision,Medium,FALSE,FALSE,2377,2013,Minor,24/04/2022,settled,CUST22696,43,Female,Employed,Birmingham,13768,25,Hatchback,20,Good
CLM33932,POL13487,29/06/2024,30/06/2024,Collision,Medium,FALSE,FALSE,1069,938,Minor,19/12/2024,settled,CUST23487,49,Female,Employed,Leeds,17274,30,Sedan,13,Good
CLM34900,POL14542,11/08/2021,18/08/2021,Collision,Medium,FALSE,FALSE,1435,1197,Minor,27/11/2021,settled,CUST24542,32,Female,Employed,Cardiff,12068,12,Sedan,4,Good
CLM35079,POL11563,09/09/2019,09/09/2019,Collision,Medium,FALSE,FALSE,1670,1147,Minor,03/01/2020,settled,CUST21563,26,Male,Employed,Leeds,17642,4,SUV,14,Poor
CLM35426,POL13874,18/07/2020,18/07/2020,Collision,Medium,FALSE,FALSE,1784,1270,Minor,01/11/2020,settled,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent
